url_path,views_total,views_unique
/kulakov/statement,41,18
/kulakov/statement/blob/main/README.md,3,2
/kulakov/statement/actions,1,1
/kulakov/statement/compare,1,1
/kulakov/statement/issues,1,1
/kulakov/statement/pulls,1,1
