url_path,views_total,views_unique
/kulakov/statement,61,25
/kulakov/statement/blob/main/README.md,4,4
/kulakov/statement/blob/main/.github/workflows/repo-stats.yml,1,1
/kulakov/statement/commits,1,1
/kulakov/statement/tree/main/.github/workflows,1,1
