url_path,views_total,views_unique
/kulakov/statement,69,28
/kulakov/statement/blob/main/README.md,5,5
/kulakov/statement/blob/main/.github/workflows/repo-stats.yml,1,1
/kulakov/statement/commits,1,1
/kulakov/statement/tree/main/.github/workflows,1,1
