url_path,views_total,views_unique
/kulakov/statement,42,19
/kulakov/statement/blob/main/README.md,5,4
/kulakov/statement/actions,1,1
/kulakov/statement/compare,1,1
/kulakov/statement/issues,1,1
/kulakov/statement/pulls,1,1
