url_path,views_total,views_unique
/kulakov/statement,129,62
/kulakov/statement/blob/main/README.md,8,7
/kulakov/statement/tree/main/.github/workflows,3,3
/kulakov/statement/commits,2,2
/kulakov/statement/blob/main/.github/workflows/repo-stats.yml,1,1
