url_path,views_total,views_unique
/kulakov/statement,29,18
/kulakov/statement/pull/1,4,1
/kulakov/statement/pulls,4,1
/kulakov/statement/pull/1/changes,3,1
/kulakov/statement/blob/main/README.md,2,2
/kulakov/statement/fork,2,1
/kulakov/statement/commits/main,1,1
/kulakov/statement/tree/github-repo-stats,1,1
