url_path,views_total,views_unique
/kulakov/statement,58,25
/kulakov/statement/blob/main/README.md,2,2
/kulakov/statement/blob/main/.github/workflows/repo-stats.yml,1,1
/kulakov/statement/commits,1,1
/kulakov/statement/tree/main/.github/workflows,1,1
