url_path,views_total,views_unique
/kulakov/statement,163,85
/kulakov/statement/blob/main/README.md,11,8
/kulakov/statement/tree/main/.github/workflows,3,3
/kulakov/statement/blob/main/README.en.md,3,2
/kulakov/statement/commits,2,2
/kulakov/statement/commit/13c9db43fc14af5fecff7a9a6240194d523a1b81,1,1
