url_path,views_total,views_unique
/kulakov/statement,17,13
/kulakov/statement/blob/main/README.en.md,4,2
/kulakov/statement/branches,1,1
/kulakov/statement/commit/667cae66f151305cc76ed2dd86a67980bbbea4aa,1,1
